Origin,Dest,OriginCityName,DestCityName,OriginStateName,DestStateName,LatitudeDep,LongitudeDep,LatitudeArr,LongitudeArr
SNA,PAE,"Santa Ana, CA","Everett, WA",California,Washington,33.6742,-117.868,47.9088,-122.2794
FAI,SEA,"Fairbanks, AK","Seattle, WA",Alaska,Washington,64.8176,-147.8678,47.4476,-122.308
MSO,SEA,"Missoula, MT","Seattle, WA",Montana,Washington,46.9168,-114.0878,47.4476,-122.308
SEA,MSO,"Seattle, WA","Missoula, MT",Washington,Montana,47.4476,-122.308,46.9168,-114.0878
PDX,BOI,"Portland, OR","Boise, ID",Oregon,Idaho,45.5871,-122.5928,43.5599,-116.2078
SFO,PAE,"San Francisco, CA","Everett, WA",California,Washington,37.6225,-122.384,47.9088,-122.2794
SEA,RNO,"Seattle, WA","Reno, NV",Washington,Nevada,47.4476,-122.308,39.4986,-119.7733
RNO,SEA,"Reno, NV","Seattle, WA",Nevada,Washington,39.4986,-119.7733,47.4476,-122.308
EAT,SEA,"Wenatchee, WA","Seattle, WA",Washington,Washington,47.3992,-120.2057,47.4476,-122.308
SEA,EAT,"Seattle, WA","Wenatchee, WA",Washington,Washington,47.4476,-122.308,47.3992,-120.2057
PDX,RNO,"Portland, OR","Reno, NV",Oregon,Nevada,45.5871,-122.5928,39.4986,-119.7733
RNO,PDX,"Reno, NV","Portland, OR",Nevada,Oregon,39.4986,-119.7733,45.5871,-122.5928
PAE,SAN,"Everett, WA","San Diego, CA",Washington,California,47.9088,-122.2794,32.7334,-117.1922
SAN,PAE,"San Diego, CA","Everett, WA",California,Washington,32.7334,-117.1922,47.9088,-122.2794
PAE,PHX,"Everett, WA","Phoenix, AZ",Washington,Arizona,47.9088,-122.2794,33.4328,-112.0068
FCA,SEA,"Kalispell, MT","Seattle, WA",Montana,Washington,48.3108,-114.2557,47.4476,-122.308
SEA,FCA,"Seattle, WA","Kalispell, MT",Washington,Montana,47.4476,-122.308,48.3108,-114.2557
SEA,BLI,"Seattle, WA","Bellingham, WA",Washington,Washington,47.4476,-122.308,48.7937,-122.536
BOI,GEG,"Boise, ID","Spokane, WA",Idaho,Washington,43.5599,-116.2078,47.62,-117.5424
PHX,PAE,"Phoenix, AZ","Everett, WA",Arizona,Washington,33.4328,-112.0068,47.9088,-122.2794
LAS,SFO,"Las Vegas, NV","San Francisco, CA",Nevada,California,36.0861,-115.1611,37.6225,-122.384
SFO,LAS,"San Francisco, CA","Las Vegas, NV",California,Nevada,37.6225,-122.384,36.0861,-115.1611
GEG,BOI,"Spokane, WA","Boise, ID",Washington,Idaho,47.62,-117.5424,43.5599,-116.2078
RDD,SEA,"Redding, CA","Seattle, WA",California,Washington,40.5111,-122.2961,47.4476,-122.308
SEA,RDD,"Seattle, WA","Redding, CA",Washington,California,47.4476,-122.308,40.5111,-122.2961
GTF,SEA,"Great Falls, MT","Seattle, WA",Montana,Washington,47.48,-111.3756,47.4476,-122.308
SEA,GTF,"Seattle, WA","Great Falls, MT",Washington,Montana,47.4476,-122.308,47.48,-111.3756
PUW,BOI,"Pullman, WA","Boise, ID",Washington,Idaho,46.7406,-117.1174,43.5599,-116.2078
BOI,PUW,"Boise, ID","Pullman, WA",Idaho,Washington,43.5599,-116.2078,46.7406,-117.1174
BOI,PDX,"Boise, ID","Portland, OR",Idaho,Oregon,43.5599,-116.2078,45.5871,-122.5928
SEA,ICT,"Seattle, WA","Wichita, KS",Washington,Kansas,47.4476,-122.308,37.6493,-97.4323
ICT,SEA,"Wichita, KS","Seattle, WA",Kansas,Washington,37.6493,-97.4323,47.4476,-122.308
ANC,SEA,"Anchorage, AK","Seattle, WA",Alaska,Washington,61.181,-149.9979,47.4476,-122.308
SEA,SUN,"Seattle, WA","Sun Valley/Hailey/Ketchum, ID",Washington,Idaho,47.4476,-122.308,43.5039,-114.2972
SEA,ANC,"Seattle, WA","Anchorage, AK",Washington,Alaska,47.4476,-122.308,61.181,-149.9979
SEA,BZN,"Seattle, WA","Bozeman, MT",Washington,Montana,47.4476,-122.308,45.7835,-111.157
BZN,SEA,"Bozeman, MT","Seattle, WA",Montana,Washington,45.7835,-111.157,47.4476,-122.308
SUN,SEA,"Sun Valley/Hailey/Ketchum, ID","Seattle, WA",Idaho,Washington,43.5039,-114.2972,47.4476,-122.308
BOI,AUS,"Boise, ID","Austin, TX",Idaho,Texas,43.5599,-116.2078,30.1935,-97.665
AUS,BOI,"Austin, TX","Boise, ID",Texas,Idaho,30.1935,-97.665,43.5599,-116.2078
BOI,IDA,"Boise, ID","Idaho Falls, ID",Idaho,Idaho,43.5599,-116.2078,43.5152,-112.0661
PDX,BZN,"Portland, OR","Bozeman, MT",Oregon,Montana,45.5871,-122.5928,45.7835,-111.157
BZN,PDX,"Bozeman, MT","Portland, OR",Montana,Oregon,45.7835,-111.157,45.5871,-122.5928
ANC,DLG,"Anchorage, AK","Dillingham, AK",Alaska,Alaska,61.181,-149.9979,59.0434,-158.5112
DLG,ANC,"Dillingham, AK","Anchorage, AK",Alaska,Alaska,59.0434,-158.5112,61.181,-149.9979
IDA,BOI,"Idaho Falls, ID","Boise, ID",Idaho,Idaho,43.5152,-112.0661,43.5599,-116.2078
PDX,MSO,"Portland, OR","Missoula, MT",Oregon,Montana,45.5871,-122.5928,46.9168,-114.0878
MSO,PDX,"Missoula, MT","Portland, OR",Montana,Oregon,46.9168,-114.0878,45.5871,-122.5928
SAN,MSO,"San Diego, CA","Missoula, MT",California,Montana,32.7334,-117.1922,46.9168,-114.0878
MSO,SAN,"Missoula, MT","San Diego, CA",Montana,California,46.9168,-114.0878,32.7334,-117.1922
ORD,DEN,"Chicago, IL","Denver, CO",Illinois,Colorado,41.9783,-87.9092,39.8607,-104.6854
ORD,SAN,"Chicago, IL","San Diego, CA",Illinois,California,41.9783,-87.9092,32.7334,-117.1922
DEN,SFO,"Denver, CO","San Francisco, CA",Colorado,California,39.8607,-104.6854,37.6225,-122.384
SEA,EWR,"Seattle, WA","Newark, NJ",Washington,New Jersey,47.4476,-122.308,40.6891,-74.1773
DEN,ORD,"Denver, CO","Chicago, IL",Colorado,Illinois,39.8607,-104.6854,41.9783,-87.9092
ORD,SFO,"Chicago, IL","San Francisco, CA",Illinois,California,41.9783,-87.9092,37.6225,-122.384
ORD,IAD,"Chicago, IL","Washington, DC",Illinois,Virginia,41.9783,-87.9092,38.9523,-77.4535
LAX,ITO,"Los Angeles, CA","Hilo, HI",California,Hawaii,33.9422,-118.4214,19.7188,-155.0476
EWR,LAX,"Newark, NJ","Los Angeles, CA",New Jersey,California,40.6891,-74.1773,33.9422,-118.4214
IAD,SAT,"Washington, DC","San Antonio, TX",Virginia,Texas,38.9523,-77.4535,29.5334,-98.4692
DEN,SNA,"Denver, CO","Santa Ana, CA",Colorado,California,39.8607,-104.6854,33.6742,-117.868
ORD,SMF,"Chicago, IL","Sacramento, CA",Illinois,California,41.9783,-87.9092,38.6872,-121.5904
ORD,BZN,"Chicago, IL","Bozeman, MT",Illinois,Montana,41.9783,-87.9092,45.7835,-111.157
EWR,DEN,"Newark, NJ","Denver, CO",New Jersey,Colorado,40.6891,-74.1773,39.8607,-104.6854
TPA,EWR,"Tampa, FL","Newark, NJ",Florida,New Jersey,27.9792,-82.5349,40.6891,-74.1773
IAH,CLE,"Houston, TX","Cleveland, OH",Texas,Ohio,29.9841,-95.333,39.0678,-84.1566
IAH,SNA,"Houston, TX","Santa Ana, CA",Texas,California,29.9841,-95.333,33.6742,-117.868
BNA,SFO,"Nashville, TN","San Francisco, CA",Tennessee,California,36.1196,-86.6831,37.6225,-122.384
SFO,BOS,"San Francisco, CA","Boston, MA",California,Massachusetts,37.6225,-122.384,42.3632,-71.0136
LAX,HNL,"Los Angeles, CA","Honolulu, HI",California,Hawaii,33.9422,-118.4214,21.3212,-157.9184
ORD,LAX,"Chicago, IL","Los Angeles, CA",Illinois,California,41.9783,-87.9092,33.9422,-118.4214
IAH,DEN,"Houston, TX","Denver, CO",Texas,Colorado,29.9841,-95.333,39.8607,-104.6854
LAS,DEN,"Las Vegas, NV","Denver, CO",Nevada,Colorado,36.0861,-115.1611,39.8607,-104.6854
EWR,CHS,"Newark, NJ","Charleston, SC",New Jersey,South Carolina,40.6891,-74.1773,32.9004,-80.0514
PDX,EWR,"Portland, OR","Newark, NJ",Oregon,New Jersey,45.5871,-122.5928,40.6891,-74.1773
CLE,MCO,"Cleveland, OH","Orlando, FL",Ohio,Florida,39.0678,-84.1566,28.4129,-81.3094
SAT,DEN,"San Antonio, TX","Denver, CO",Texas,Colorado,29.5334,-98.4692,39.8607,-104.6854
IAD,DEN,"Washington, DC","Denver, CO",Virginia,Colorado,38.9523,-77.4535,39.8607,-104.6854
IAH,PDX,"Houston, TX","Portland, OR",Texas,Oregon,29.9841,-95.333,45.5871,-122.5928
PIT,IAH,"Pittsburgh, PA","Houston, TX",Pennsylvania,Texas,40.4918,-80.237,29.9841,-95.333
MSY,EWR,"New Orleans, LA","Newark, NJ",Louisiana,New Jersey,29.9942,-90.2643,40.6891,-74.1773
SFO,PHL,"San Francisco, CA","Philadelphia, PA",California,Pennsylvania,37.6225,-122.384,39.875,-75.2352
LGA,IAH,"New York, NY","Houston, TX",New York,Texas,40.7757,-73.8734,29.9841,-95.333
EWR,ORD,"Newark, NJ","Chicago, IL",New Jersey,Illinois,40.6891,-74.1773,41.9783,-87.9092
SFO,IAD,"San Francisco, CA","Washington, DC",California,Virginia,37.6225,-122.384,38.9523,-77.4535
PHX,EWR,"Phoenix, AZ","Newark, NJ",Arizona,New Jersey,33.4328,-112.0068,40.6891,-74.1773
LGA,DEN,"New York, NY","Denver, CO",New York,Colorado,40.7757,-73.8734,39.8607,-104.6854
SFO,OGG,"San Francisco, CA","Kahului, HI",California,Hawaii,37.6225,-122.384,20.8957,-156.434
LAX,ORD,"Los Angeles, CA","Chicago, IL",California,Illinois,33.9422,-118.4214,41.9783,-87.9092
IAH,SFO,"Houston, TX","San Francisco, CA",Texas,California,29.9841,-95.333,37.6225,-122.384
IND,IAH,"Indianapolis, IN","Houston, TX",Indiana,Texas,39.7163,-86.2951,29.9841,-95.333
SFO,MSY,"San Francisco, CA","New Orleans, LA",California,Louisiana,37.6225,-122.384,29.9942,-90.2643
TPA,DEN,"Tampa, FL","Denver, CO",Florida,Colorado,27.9792,-82.5349,39.8607,-104.6854
IAD,SFO,"Washington, DC","San Francisco, CA",Virginia,California,38.9523,-77.4535,37.6225,-122.384
IAH,ABQ,"Houston, TX","Albuquerque, NM",Texas,New Mexico,29.9841,-95.333,35.0841,-106.651
IAH,RSW,"Houston, TX","Fort Myers, FL",Texas,Florida,29.9841,-95.333,26.5329,-81.7588
IAD,SYR,"Washington, DC","Syracuse, NY",Virginia,New York,38.9523,-77.4535,43.1142,-76.1191
LAX,EWR,"Los Angeles, CA","Newark, NJ",California,New Jersey,33.9422,-118.4214,40.6891,-74.1773
DEN,EWR,"Denver, CO","Newark, NJ",Colorado,New Jersey,39.8607,-104.6854,40.6891,-74.1773
IAH,IAD,"Houston, TX","Washington, DC",Texas,Virginia,29.9841,-95.333,38.9523,-77.4535
PHX,DEN,"Phoenix, AZ","Denver, CO",Arizona,Colorado,33.4328,-112.0068,39.8607,-104.6854
IAD,ORD,"Washington, DC","Chicago, IL",Virginia,Illinois,38.9523,-77.4535,41.9783,-87.9092
IAD,RSW,"Washington, DC","Fort Myers, FL",Virginia,Florida,38.9523,-77.4535,26.5329,-81.7588
DEN,IAH,"Denver, CO","Houston, TX",Colorado,Texas,39.8607,-104.6854,29.9841,-95.333
IAD,ORF,"Washington, DC","Norfolk, VA",Virginia,Virginia,38.9523,-77.4535,36.8947,-76.2023
MSY,IAD,"New Orleans, LA","Washington, DC",Louisiana,Virginia,29.9942,-90.2643,38.9523,-77.4535
DEN,RSW,"Denver, CO","Fort Myers, FL",Colorado,Florida,39.8607,-104.6854,26.5329,-81.7588
PHL,SFO,"Philadelphia, PA","San Francisco, CA",Pennsylvania,California,39.875,-75.2352,37.6225,-122.384
SEA,ORD,"Seattle, WA","Chicago, IL",Washington,Illinois,47.4476,-122.308,41.9783,-87.9092
IAH,MCO,"Houston, TX","Orlando, FL",Texas,Florida,29.9841,-95.333,28.4129,-81.3094
ORD,SAT,"Chicago, IL","San Antonio, TX",Illinois,Texas,41.9783,-87.9092,29.5334,-98.4692
IAH,EWR,"Houston, TX","Newark, NJ",Texas,New Jersey,29.9841,-95.333,40.6891,-74.1773
PDX,DEN,"Portland, OR","Denver, CO",Oregon,Colorado,45.5871,-122.5928,39.8607,-104.6854
SEA,IAD,"Seattle, WA","Washington, DC",Washington,Virginia,47.4476,-122.308,38.9523,-77.4535
MSP,DEN,"Minneapolis, MN","Denver, CO",Minnesota,Colorado,44.878,-93.2209,39.8607,-104.6854
DEN,PHL,"Denver, CO","Philadelphia, PA",Colorado,Pennsylvania,39.8607,-104.6854,39.875,-75.2352
IAD,MSY,"Washington, DC","New Orleans, LA",Virginia,Louisiana,38.9523,-77.4535,29.9942,-90.2643
JAC,IAH,"Jackson, WY","Houston, TX",Wyoming,Texas,43.6088,-110.738,29.9841,-95.333
ORD,PDX,"Chicago, IL","Portland, OR",Illinois,Oregon,41.9783,-87.9092,45.5871,-122.5928
SFO,HNL,"San Francisco, CA","Honolulu, HI",California,Hawaii,37.6225,-122.384,21.3212,-157.9184
SFO,ANC,"San Francisco, CA","Anchorage, AK",California,Alaska,37.6225,-122.384,61.181,-149.9979
ORD,LAS,"Chicago, IL","Las Vegas, NV",Illinois,Nevada,41.9783,-87.9092,36.0861,-115.1611
SAN,ORD,"San Diego, CA","Chicago, IL",California,Illinois,32.7334,-117.1922,41.9783,-87.9092
EWR,SMF,"Newark, NJ","Sacramento, CA",New Jersey,California,40.6891,-74.1773,38.6872,-121.5904
MEM,EWR,"Memphis, TN","Newark, NJ",Tennessee,New Jersey,35.0463,-89.9769,40.6891,-74.1773
SAN,IAH,"San Diego, CA","Houston, TX",California,Texas,32.7334,-117.1922,29.9841,-95.333
PWM,DEN,"Portland, ME","Denver, CO",Maine,Colorado,43.6462,-70.3144,39.8607,-104.6854
RNO,DEN,"Reno, NV","Denver, CO",Nevada,Colorado,39.4986,-119.7733,39.8607,-104.6854
RSW,IAH,"Fort Myers, FL","Houston, TX",Florida,Texas,26.5329,-81.7588,29.9841,-95.333
IAD,PWM,"Washington, DC","Portland, ME",Virginia,Maine,38.9523,-77.4535,43.6462,-70.3144
IAD,JAX,"Washington, DC","Jacksonville, FL",Virginia,Florida,38.9523,-77.4535,30.3322,-81.6557
ORD,MCO,"Chicago, IL","Orlando, FL",Illinois,Florida,41.9783,-87.9092,28.4129,-81.3094
ORF,DEN,"Norfolk, VA","Denver, CO",Virginia,Colorado,36.8947,-76.2023,39.8607,-104.6854
IAD,IAH,"Washington, DC","Houston, TX",Virginia,Texas,38.9523,-77.4535,29.9841,-95.333
IAH,LAS,"Houston, TX","Las Vegas, NV",Texas,Nevada,29.9841,-95.333,36.0861,-115.1611
SFO,EWR,"San Francisco, CA","Newark, NJ",California,New Jersey,37.6225,-122.384,40.6891,-74.1773
RSW,EWR,"Fort Myers, FL","Newark, NJ",Florida,New Jersey,26.5329,-81.7588,40.6891,-74.1773
EWR,RDU,"Newark, NJ","Raleigh/Durham, NC",New Jersey,North Carolina,40.6891,-74.1773,35.8804,-78.7872
ORD,PHX,"Chicago, IL","Phoenix, AZ",Illinois,Arizona,41.9783,-87.9092,33.4328,-112.0068
ORD,RDU,"Chicago, IL","Raleigh/Durham, NC",Illinois,North Carolina,41.9783,-87.9092,35.8804,-78.7872
ORD,JAC,"Chicago, IL","Jackson, WY",Illinois,Wyoming,41.9783,-87.9092,43.6088,-110.738
IAH,FLL,"Houston, TX","Fort Lauderdale, FL",Texas,Florida,29.9841,-95.333,26.072,-80.151
ORD,AUS,"Chicago, IL","Austin, TX",Illinois,Texas,41.9783,-87.9092,30.1935,-97.665
TPA,ORD,"Tampa, FL","Chicago, IL",Florida,Illinois,27.9792,-82.5349,41.9783,-87.9092
SYR,IAD,"Syracuse, NY","Washington, DC",New York,Virginia,43.1142,-76.1191,38.9523,-77.4535
IAD,CLE,"Washington, DC","Cleveland, OH",Virginia,Ohio,38.9523,-77.4535,39.0678,-84.1566
RDU,ORD,"Raleigh/Durham, NC","Chicago, IL",North Carolina,Illinois,35.8804,-78.7872,41.9783,-87.9092
ORD,FCA,"Chicago, IL","Kalispell, MT",Illinois,Montana,41.9783,-87.9092,48.3108,-114.2557
IAD,CHS,"Washington, DC","Charleston, SC",Virginia,South Carolina,38.9523,-77.4535,32.9004,-80.0514
SAT,IAD,"San Antonio, TX","Washington, DC",Texas,Virginia,29.5334,-98.4692,38.9523,-77.4535
IAH,BOS,"Houston, TX","Boston, MA",Texas,Massachusetts,29.9841,-95.333,42.3632,-71.0136
MCO,IAH,"Orlando, FL","Houston, TX",Florida,Texas,28.4129,-81.3094,29.9841,-95.333
SFO,IND,"San Francisco, CA","Indianapolis, IN",California,Indiana,37.6225,-122.384,39.7163,-86.2951
MCO,ORD,"Orlando, FL","Chicago, IL",Florida,Illinois,28.4129,-81.3094,41.9783,-87.9092
TPA,IAH,"Tampa, FL","Houston, TX",Florida,Texas,27.9792,-82.5349,29.9841,-95.333
SFO,PIT,"San Francisco, CA","Pittsburgh, PA",California,Pennsylvania,37.6225,-122.384,40.4918,-80.237
SNA,EWR,"Santa Ana, CA","Newark, NJ",California,New Jersey,33.6742,-117.868,40.6891,-74.1773
SNA,DEN,"Santa Ana, CA","Denver, CO",California,Colorado,33.6742,-117.868,39.8607,-104.6854
ORD,FLL,"Chicago, IL","Fort Lauderdale, FL",Illinois,Florida,41.9783,-87.9092,26.072,-80.151
IAD,BNA,"Washington, DC","Nashville, TN",Virginia,Tennessee,38.9523,-77.4535,36.1196,-86.6831
RSW,IAD,"Fort Myers, FL","Washington, DC",Florida,Virginia,26.5329,-81.7588,38.9523,-77.4535
LAX,BOS,"Los Angeles, CA","Boston, MA",California,Massachusetts,33.9422,-118.4214,42.3632,-71.0136
BOS,SFO,"Boston, MA","San Francisco, CA",Massachusetts,California,42.3632,-71.0136,37.6225,-122.384
TPA,IAD,"Tampa, FL","Washington, DC",Florida,Virginia,27.9792,-82.5349,38.9523,-77.4535
EWR,PDX,"Newark, NJ","Portland, OR",New Jersey,Oregon,40.6891,-74.1773,45.5871,-122.5928
MCO,EWR,"Orlando, FL","Newark, NJ",Florida,New Jersey,28.4129,-81.3094,40.6891,-74.1773
BOS,EWR,"Boston, MA","Newark, NJ",Massachusetts,New Jersey,42.3632,-71.0136,40.6891,-74.1773
EWR,PBI,"Newark, NJ","West Palm Beach/Palm Beach, FL",New Jersey,Florida,40.6891,-74.1773,26.6859,-80.0925
ORD,EWR,"Chicago, IL","Newark, NJ",Illinois,New Jersey,41.9783,-87.9092,40.6891,-74.1773
ORD,ANC,"Chicago, IL","Anchorage, AK",Illinois,Alaska,41.9783,-87.9092,61.181,-149.9979
LAS,EWR,"Las Vegas, NV","Newark, NJ",Nevada,New Jersey,36.0861,-115.1611,40.6891,-74.1773
MCO,LAX,"Orlando, FL","Los Angeles, CA",Florida,California,28.4129,-81.3094,33.9422,-118.4214
FLL,ORD,"Fort Lauderdale, FL","Chicago, IL",Florida,Illinois,26.072,-80.151,41.9783,-87.9092
PHL,DEN,"Philadelphia, PA","Denver, CO",Pennsylvania,Colorado,39.875,-75.2352,39.8607,-104.6854
SEA,IAH,"Seattle, WA","Houston, TX",Washington,Texas,47.4476,-122.308,29.9841,-95.333
LAX,KOA,"Los Angeles, CA","Kona, HI",California,Hawaii,33.9422,-118.4214,19.7439,-156.0423
DFW,SFO,"Dallas/Fort Worth, TX","San Francisco, CA",Texas,California,32.8965,-97.0465,37.6225,-122.384
PHX,ORD,"Phoenix, AZ","Chicago, IL",Arizona,Illinois,33.4328,-112.0068,41.9783,-87.9092
SFO,DEN,"San Francisco, CA","Denver, CO",California,Colorado,37.6225,-122.384,39.8607,-104.6854
PIT,SFO,"Pittsburgh, PA","San Francisco, CA",Pennsylvania,California,40.4918,-80.237,37.6225,-122.384
ORF,IAD,"Norfolk, VA","Washington, DC",Virginia,Virginia,36.8947,-76.2023,38.9523,-77.4535
IAD,BDL,"Washington, DC","Hartford, CT",Virginia,Connecticut,38.9523,-77.4535,41.9406,-72.685
IAH,SAN,"Houston, TX","San Diego, CA",Texas,California,29.9841,-95.333,32.7334,-117.1922
PWM,ORD,"Portland, ME","Chicago, IL",Maine,Illinois,43.6462,-70.3144,41.9783,-87.9092
RSW,DEN,"Fort Myers, FL","Denver, CO",Florida,Colorado,26.5329,-81.7588,39.8607,-104.6854
IAD,ATL,"Washington, DC","Atlanta, GA",Virginia,Georgia,38.9523,-77.4535,33.6374,-84.4298
ORD,TPA,"Chicago, IL","Tampa, FL",Illinois,Florida,41.9783,-87.9092,27.9792,-82.5349
ORD,SNA,"Chicago, IL","Santa Ana, CA",Illinois,California,41.9783,-87.9092,33.6742,-117.868
BOS,ORD,"Boston, MA","Chicago, IL",Massachusetts,Illinois,42.3632,-71.0136,41.9783,-87.9092
ORD,GEG,"Chicago, IL","Spokane, WA",Illinois,Washington,41.9783,-87.9092,47.62,-117.5424
GEG,ORD,"Spokane, WA","Chicago, IL",Washington,Illinois,47.62,-117.5424,41.9783,-87.9092
DEN,SAN,"Denver, CO","San Diego, CA",Colorado,California,39.8607,-104.6854,32.7334,-117.1922
IAH,SJC,"Houston, TX","San Jose, CA",Texas,California,29.9841,-95.333,37.3633,-121.9293
DEN,LIH,"Denver, CO","Lihue, HI",Colorado,Hawaii,39.8607,-104.6854,21.9721,-159.3367
ORD,BOS,"Chicago, IL","Boston, MA",Illinois,Massachusetts,41.9783,-87.9092,42.3632,-71.0136
ORD,SEA,"Chicago, IL","Seattle, WA",Illinois,Washington,41.9783,-87.9092,47.4476,-122.308
RSW,ORD,"Fort Myers, FL","Chicago, IL",Florida,Illinois,26.5329,-81.7588,41.9783,-87.9092
EWR,PHX,"Newark, NJ","Phoenix, AZ",New Jersey,Arizona,40.6891,-74.1773,33.4328,-112.0068
ORD,PWM,"Chicago, IL","Portland, ME",Illinois,Maine,41.9783,-87.9092,43.6462,-70.3144
LAS,IAH,"Las Vegas, NV","Houston, TX",Nevada,Texas,36.0861,-115.1611,29.9841,-95.333
EWR,LAS,"Newark, NJ","Las Vegas, NV",New Jersey,Nevada,40.6891,-74.1773,36.0861,-115.1611
SFO,IAH,"San Francisco, CA","Houston, TX",California,Texas,37.6225,-122.384,29.9841,-95.333
FAT,ORD,"Fresno, CA","Chicago, IL",California,Illinois,36.776,-119.7197,41.9783,-87.9092
SFO,ORD,"San Francisco, CA","Chicago, IL",California,Illinois,37.6225,-122.384,41.9783,-87.9092
SAN,IAD,"San Diego, CA","Washington, DC",California,Virginia,32.7334,-117.1922,38.9523,-77.4535
LAS,IAD,"Las Vegas, NV","Washington, DC",Nevada,Virginia,36.0861,-115.1611,38.9523,-77.4535
IAD,LAX,"Washington, DC","Los Angeles, CA",Virginia,California,38.9523,-77.4535,33.9422,-118.4214
EWR,RSW,"Newark, NJ","Fort Myers, FL",New Jersey,Florida,40.6891,-74.1773,26.5329,-81.7588
DEN,BWI,"Denver, CO","Baltimore, MD",Colorado,Maryland,39.8607,-104.6854,39.1747,-76.6708
ANC,ORD,"Anchorage, AK","Chicago, IL",Alaska,Illinois,61.181,-149.9979,41.9783,-87.9092
DEN,RDU,"Denver, CO","Raleigh/Durham, NC",Colorado,North Carolina,39.8607,-104.6854,35.8804,-78.7872
IAD,MCO,"Washington, DC","Orlando, FL",Virginia,Florida,38.9523,-77.4535,28.4129,-81.3094
FLL,IAH,"Fort Lauderdale, FL","Houston, TX",Florida,Texas,26.072,-80.151,29.9841,-95.333
MCO,IAD,"Orlando, FL","Washington, DC",Florida,Virginia,28.4129,-81.3094,38.9523,-77.4535
MCO,DEN,"Orlando, FL","Denver, CO",Florida,Colorado,28.4129,-81.3094,39.8607,-104.6854
RDU,IAD,"Raleigh/Durham, NC","Washington, DC",North Carolina,Virginia,35.8804,-78.7872,38.9523,-77.4535
DEN,PHX,"Denver, CO","Phoenix, AZ",Colorado,Arizona,39.8607,-104.6854,33.4328,-112.0068
EWR,MCO,"Newark, NJ","Orlando, FL",New Jersey,Florida,40.6891,-74.1773,28.4129,-81.3094
EWR,SAT,"Newark, NJ","San Antonio, TX",New Jersey,Texas,40.6891,-74.1773,29.5334,-98.4692
ORD,CHS,"Chicago, IL","Charleston, SC",Illinois,South Carolina,41.9783,-87.9092,32.9004,-80.0514
SMF,ORD,"Sacramento, CA","Chicago, IL",California,Illinois,38.6872,-121.5904,41.9783,-87.9092
IAD,FLL,"Washington, DC","Fort Lauderdale, FL",Virginia,Florida,38.9523,-77.4535,26.072,-80.151
SRQ,EWR,"Sarasota/Bradenton, FL","Newark, NJ",Florida,New Jersey,27.396,-82.5541,40.6891,-74.1773
EWR,SLC,"Newark, NJ","Salt Lake City, UT",New Jersey,Utah,40.6891,-74.1773,40.7901,-111.9799
PDX,ORD,"Portland, OR","Chicago, IL",Oregon,Illinois,45.5871,-122.5928,41.9783,-87.9092
LAX,OGG,"Los Angeles, CA","Kahului, HI",California,Hawaii,33.9422,-118.4214,20.8957,-156.434
SJU,EWR,"San Juan, PR","Newark, NJ",Puerto Rico,New Jersey,18.4432,-65.9974,40.6891,-74.1773
IAH,MIA,"Houston, TX","Miami, FL",Texas,Florida,29.9841,-95.333,25.795,-80.2867
PBI,EWR,"West Palm Beach/Palm Beach, FL","Newark, NJ",Florida,New Jersey,26.6859,-80.0925,40.6891,-74.1773
STT,IAH,"Charlotte Amalie, VI","Houston, TX",U.S. Virgin Islands,Texas,18.3348,-64.9725,29.9841,-95.333
SFO,MCO,"San Francisco, CA","Orlando, FL",California,Florida,37.6225,-122.384,28.4129,-81.3094
ATL,EWR,"Atlanta, GA","Newark, NJ",Georgia,New Jersey,33.6374,-84.4298,40.6891,-74.1773
DEN,FLL,"Denver, CO","Fort Lauderdale, FL",Colorado,Florida,39.8607,-104.6854,26.072,-80.151
EWR,MSY,"Newark, NJ","New Orleans, LA",New Jersey,Louisiana,40.6891,-74.1773,29.9942,-90.2643
MSY,SFO,"New Orleans, LA","San Francisco, CA",Louisiana,California,29.9942,-90.2643,37.6225,-122.384
EWR,MYR,"Newark, NJ","Myrtle Beach, SC",New Jersey,South Carolina,40.6891,-74.1773,33.6806,-78.9291
TPA,SFO,"Tampa, FL","San Francisco, CA",Florida,California,27.9792,-82.5349,37.6225,-122.384
EWR,IAH,"Newark, NJ","Houston, TX",New Jersey,Texas,40.6891,-74.1773,29.9841,-95.333
EWR,JAX,"Newark, NJ","Jacksonville, FL",New Jersey,Florida,40.6891,-74.1773,30.3322,-81.6557
SNA,ORD,"Santa Ana, CA","Chicago, IL",California,Illinois,33.6742,-117.868,41.9783,-87.9092
EWR,ORF,"Newark, NJ","Norfolk, VA",New Jersey,Virginia,40.6891,-74.1773,36.8947,-76.2023
EWR,SJU,"Newark, NJ","San Juan, PR",New Jersey,Puerto Rico,40.6891,-74.1773,18.4432,-65.9974
DEN,RNO,"Denver, CO","Reno, NV",Colorado,Nevada,39.8607,-104.6854,39.4986,-119.7733
MIA,IAH,"Miami, FL","Houston, TX",Florida,Texas,25.795,-80.2867,29.9841,-95.333
BOS,IAD,"Boston, MA","Washington, DC",Massachusetts,Virginia,42.3632,-71.0136,38.9523,-77.4535
EWR,DTW,"Newark, NJ","Detroit, MI",New Jersey,Michigan,40.6891,-74.1773,42.2057,-83.353
MSN,DEN,"Madison, WI","Denver, CO",Wisconsin,Colorado,43.1421,-89.3377,39.8607,-104.6854
